"No.","Time","Source","Destination","Protocol","Length","Info"
"11975","184.604412","host","1.6.4","USBCOM","28","URB_BULK out"
"11977","184.607499","1.6.3","host","USBCOM","56","URB_BULK in"
"11981","184.611563","1.6.3","host","USBCOM","52","URB_BULK in"
"11991","184.804710","host","1.6.4","USBCOM","28","URB_BULK out"
"11993","184.808285","1.6.3","host","USBCOM","61","URB_BULK in"
"11997","184.812266","1.6.3","host","USBCOM","47","URB_BULK in"
"12001","185.005693","host","1.6.4","USBCOM","28","URB_BULK out"
"12003","185.008890","1.6.3","host","USBCOM","57","URB_BULK in"
"12007","185.012929","1.6.3","host","USBCOM","51","URB_BULK in"
"12011","185.207280","host","1.6.4","USBCOM","28","URB_BULK out"
"12013","185.209480","1.6.3","host","USBCOM","47","URB_BULK in"
"12017","185.213662","1.6.3","host","USBCOM","61","URB_BULK in"
"12021","185.407375","host","1.6.4","USBCOM","28","URB_BULK out"
"12023","185.410266","1.6.3","host","USBCOM","54","URB_BULK in"
"12027","185.414336","1.6.3","host","USBCOM","54","URB_BULK in"
"12031","185.607662","host","1.6.4","USBCOM","28","URB_BULK out"
"12033","185.610947","1.6.3","host","USBCOM","58","URB_BULK in"
"12037","185.614972","1.6.3","host","USBCOM","50","URB_BULK in"
"12041","185.809065","host","1.6.4","USBCOM","28","URB_BULK out"
"12043","185.811630","1.6.3","host","USBCOM","50","URB_BULK in"
"12047","185.815753","1.6.3","host","USBCOM","58","URB_BULK in"
"12051","186.009296","host","1.6.4","USBCOM","28","URB_BULK out"
"12053","186.012380","1.6.3","host","USBCOM","55","URB_BULK in"
"12057","186.016414","1.6.3","host","USBCOM","53","URB_BULK in"
"12061","186.211184","host","1.6.4","USBCOM","28","URB_BULK out"
"12063","186.212888","1.6.3","host","USBCOM","41","URB_BULK in"
"12067","186.217178","1.6.3","host","USBCOM","67","URB_BULK in"
"12071","186.411386","host","1.6.4","USBCOM","28","URB_BULK out"
"12073","186.413653","1.6.3","host","USBCOM","47","URB_BULK in"
"12077","186.417802","1.6.3","host","USBCOM","61","URB_BULK in"
"12081","186.613295","host","1.6.4","USBCOM","28","URB_BULK out"
"12083","186.614238","1.6.3","host","USBCOM","33","URB_BULK in"
"12087","186.618620","1.6.3","host","USBCOM","75","URB_BULK in"
"12091","186.813648","host","1.6.4","USBCOM","28","URB_BULK out"
"12093","186.814955","1.6.3","host","USBCOM","37","URB_BULK in"
"12097","186.819294","1.6.3","host","USBCOM","71","URB_BULK in"
"12101","187.014084","host","1.6.4","USBCOM","28","URB_BULK out"
"12103","187.015691","1.6.3","host","USBCOM","40","URB_BULK in"
"12107","187.019959","1.6.3","host","USBCOM","68","URB_BULK in"
"12111","187.215591","host","1.6.4","USBCOM","28","URB_BULK out"
"12113","187.216279","1.6.3","host","USBCOM","30","URB_BULK in"
"12117","187.220705","1.6.3","host","USBCOM","75","URB_BULK in"
"12121","187.224493","1.6.3","host","USBCOM","30","URB_BULK in"
"12129","187.415650","host","1.6.4","USBCOM","28","URB_BULK out"
"12131","187.417003","1.6.3","host","USBCOM","38","URB_BULK in"
"12135","187.421345","1.6.3","host","USBCOM","70","URB_BULK in"
"12139","187.616430","host","1.6.4","USBCOM","28","URB_BULK out"
"12141","187.617717","1.6.3","host","USBCOM","37","URB_BULK in"
"12145","187.622049","1.6.3","host","USBCOM","71","URB_BULK in"
"12149","187.816769","host","1.6.4","USBCOM","28","URB_BULK out"
"12151","187.818509","1.6.3","host","USBCOM","40","URB_BULK in"
"12155","187.822732","1.6.3","host","USBCOM","68","URB_BULK in"
"12159","188.017740","host","1.6.4","USBCOM","28","URB_BULK out"
"12161","188.019125","1.6.3","host","USBCOM","37","URB_BULK in"
"12165","188.023431","1.6.3","host","USBCOM","71","URB_BULK in"
"12169","188.220844","host","1.6.4","USBCOM","28","URB_BULK out"
"12171","188.224063","1.6.3","host","USBCOM","57","URB_BULK in"
"12175","188.228100","1.6.3","host","USBCOM","51","URB_BULK in"
"12179","188.421040","host","1.6.4","USBCOM","28","URB_BULK out"
"12181","188.424742","1.6.3","host","USBCOM","63","URB_BULK in"
"12185","188.428818","1.6.3","host","USBCOM","45","URB_BULK in"
"12189","188.623195","host","1.6.4","USBCOM","28","URB_BULK out"
"12191","188.625321","1.6.3","host","USBCOM","46","URB_BULK in"
"12195","188.629537","1.6.3","host","USBCOM","62","URB_BULK in"
"12199","188.825060","host","1.6.4","USBCOM","28","URB_BULK out"
"12201","188.825923","1.6.3","host","USBCOM","32","URB_BULK in"
"12205","188.830322","1.6.3","host","USBCOM","75","URB_BULK in"
"12209","188.834111","1.6.3","host","USBCOM","28","URB_BULK in"
"12213","189.038770","host","1.6.4","USBCOM","28","URB_BULK out"
"12215","189.043281","1.6.3","host","USBCOM","71","URB_BULK in"
"12219","189.047126","1.6.3","host","USBCOM","37","URB_BULK in"
"12223","189.240317","host","1.6.4","USBCOM","28","URB_BULK out"
"12225","189.243920","1.6.3","host","USBCOM","61","URB_BULK in"
"12229","189.247900","1.6.3","host","USBCOM","47","URB_BULK in"
"12233","189.441227","host","1.6.4","USBCOM","28","URB_BULK out"
"12235","189.444566","1.6.3","host","USBCOM","59","URB_BULK in"
"12239","189.448632","1.6.3","host","USBCOM","49","URB_BULK in"
"12243","189.643121","host","1.6.4","USBCOM","28","URB_BULK out"
"12245","189.645156","1.6.3","host","USBCOM","45","URB_BULK in"
"12249","189.649386","1.6.3","host","USBCOM","63","URB_BULK in"
"12253","189.844401","host","1.6.4","USBCOM","28","URB_BULK out"
"12255","189.845807","1.6.3","host","USBCOM","38","URB_BULK in"
"12259","189.850120","1.6.3","host","USBCOM","70","URB_BULK in"
"12263","190.045162","host","1.6.4","USBCOM","28","URB_BULK out"
"12265","190.046504","1.6.3","host","USBCOM","37","URB_BULK in"
"12269","190.050820","1.6.3","host","USBCOM","71","URB_BULK in"
"12273","190.245503","host","1.6.4","USBCOM","28","URB_BULK out"
"12275","190.247257","1.6.3","host","USBCOM","41","URB_BULK in"
"12279","190.251489","1.6.3","host","USBCOM","67","URB_BULK in"
"12283","190.457545","host","1.6.4","USBCOM","28","URB_BULK out"
"12285","190.460267","1.6.3","host","USBCOM","51","URB_BULK in"
"12289","190.464403","1.6.3","host","USBCOM","57","URB_BULK in"
"12293","190.660598","host","1.6.4","USBCOM","28","URB_BULK out"
"12295","190.665183","1.6.3","host","USBCOM","73","URB_BULK in"
"12299","190.669008","1.6.3","host","USBCOM","35","URB_BULK in"
"12303","190.861629","host","1.6.4","USBCOM","28","URB_BULK out"
"12305","190.865874","1.6.3","host","USBCOM","68","URB_BULK in"
"12309","190.869841","1.6.3","host","USBCOM","40","URB_BULK in"
"12313","191.063486","host","1.6.4","USBCOM","28","URB_BULK out"
"12315","191.066480","1.6.3","host","USBCOM","55","URB_BULK in"
"12319","191.070521","1.6.3","host","USBCOM","53","URB_BULK in"
"12323","191.265993","host","1.6.4","USBCOM","28","URB_BULK out"
"12325","191.266982","1.6.3","host","USBCOM","33","URB_BULK in"
"12329","191.271359","1.6.3","host","USBCOM","75","URB_BULK in"
"12333","191.466717","host","1.6.4","USBCOM","28","URB_BULK out"
"12335","191.467642","1.6.3","host","USBCOM","33","URB_BULK in"
"12339","191.472049","1.6.3","host","USBCOM","75","URB_BULK in"
"12343","191.677716","host","1.6.4","USBCOM","28","URB_BULK out"
"12345","191.680795","1.6.3","host","USBCOM","57","URB_BULK in"
"12349","191.684864","1.6.3","host","USBCOM","51","URB_BULK in"
"12353","191.878521","host","1.6.4","USBCOM","28","URB_BULK out"
"12355","191.881527","1.6.3","host","USBCOM","55","URB_BULK in"
"12359","191.885572","1.6.3","host","USBCOM","53","URB_BULK in"
"12363","192.078617","host","1.6.4","USBCOM","28","URB_BULK out"
"12365","192.082341","1.6.3","host","USBCOM","62","URB_BULK in"
"12369","192.086315","1.6.3","host","USBCOM","46","URB_BULK in"
"12373","192.280733","host","1.6.4","USBCOM","28","URB_BULK out"
"12375","192.282909","1.6.3","host","USBCOM","45","URB_BULK in"
"12379","192.287037","1.6.3","host","USBCOM","63","URB_BULK in"
"12383","192.481507","host","1.6.4","USBCOM","28","URB_BULK out"
"12385","192.483513","1.6.3","host","USBCOM","44","URB_BULK in"
"12389","192.487740","1.6.3","host","USBCOM","64","URB_BULK in"
"12393","192.682026","host","1.6.4","USBCOM","28","URB_BULK out"
"12395","192.684242","1.6.3","host","USBCOM","46","URB_BULK in"
"12399","192.688410","1.6.3","host","USBCOM","62","URB_BULK in"
"12403","192.882752","host","1.6.4","USBCOM","28","URB_BULK out"
"12405","192.884878","1.6.3","host","USBCOM","46","URB_BULK in"
"12409","192.889134","1.6.3","host","USBCOM","62","URB_BULK in"
"12413","193.092158","host","1.6.4","USBCOM","28","URB_BULK out"
"12415","193.093763","1.6.3","host","USBCOM","40","URB_BULK in"
"12419","193.098032","1.6.3","host","USBCOM","68","URB_BULK in"
"12423","193.293953","host","1.6.4","USBCOM","28","URB_BULK out"
"12425","193.298770","1.6.3","host","USBCOM","75","URB_BULK in"
"12429","193.302581","1.6.3","host","USBCOM","33","URB_BULK in"
"12433","193.495351","host","1.6.4","USBCOM","28","URB_BULK out"
"12437","193.499388","1.6.3","host","USBCOM","67","URB_BULK in"
"12441","193.503323","1.6.3","host","USBCOM","41","URB_BULK in"
"12461","193.696601","host","1.6.4","USBCOM","28","URB_BULK out"
"12463","193.700022","1.6.3","host","USBCOM","61","URB_BULK in"
"12467","193.704068","1.6.3","host","USBCOM","47","URB_BULK in"
"12515","193.896856","host","1.6.4","USBCOM","28","URB_BULK out"
"12517","193.900767","1.6.3","host","USBCOM","66","URB_BULK in"
"12521","193.904689","1.6.3","host","USBCOM","42","URB_BULK in"
"12547","194.097586","host","1.6.4","USBCOM","28","URB_BULK out"
"12549","194.101475","1.6.3","host","USBCOM","65","URB_BULK in"
"12553","194.105415","1.6.3","host","USBCOM","43","URB_BULK in"
"12573","194.297818","host","1.6.4","USBCOM","28","URB_BULK out"
"12575","194.302289","1.6.3","host","USBCOM","70","URB_BULK in"
"12579","194.306064","1.6.3","host","USBCOM","38","URB_BULK in"
"12587","194.498070","host","1.6.4","USBCOM","28","URB_BULK out"
"12589","194.502905","1.6.3","host","USBCOM","74","URB_BULK in"
"12593","194.506710","1.6.3","host","USBCOM","34","URB_BULK in"
"12601","194.698994","host","1.6.4","USBCOM","28","URB_BULK out"
"12603","194.703596","1.6.3","host","USBCOM","73","URB_BULK in"
"12607","194.707694","1.6.3","host","USBCOM","35","URB_BULK in"
"12613","194.900496","host","1.6.4","USBCOM","28","URB_BULK out"
"12615","194.904299","1.6.3","host","USBCOM","63","URB_BULK in"
"12619","194.908265","1.6.3","host","USBCOM","45","URB_BULK in"
"12625","195.100728","host","1.6.4","USBCOM","28","URB_BULK out"
"12627","195.104956","1.6.3","host","USBCOM","68","URB_BULK in"
"12631","195.108854","1.6.3","host","USBCOM","40","URB_BULK in"
"12635","195.300905","host","1.6.4","USBCOM","28","URB_BULK out"
"12637","195.305712","1.6.3","host","USBCOM","74","URB_BULK in"
"12641","195.309520","1.6.3","host","USBCOM","34","URB_BULK in"
"12645","195.502811","host","1.6.4","USBCOM","28","URB_BULK out"
"12647","195.506268","1.6.3","host","USBCOM","60","URB_BULK in"
"12651","195.510396","1.6.3","host","USBCOM","48","URB_BULK in"
"12655","195.702892","host","1.6.4","USBCOM","28","URB_BULK out"
"12657","195.707006","1.6.3","host","USBCOM","67","URB_BULK in"
"12661","195.710918","1.6.3","host","USBCOM","41","URB_BULK in"
"12665","195.914037","host","1.6.4","USBCOM","28","URB_BULK out"
"12667","195.915730","1.6.3","host","USBCOM","41","URB_BULK in"
"12671","195.920007","1.6.3","host","USBCOM","67","URB_BULK in"
"12675","196.115870","host","1.6.4","USBCOM","28","URB_BULK out"
"12677","196.120740","1.6.3","host","USBCOM","75","URB_BULK in"
"12681","196.124528","1.6.3","host","USBCOM","33","URB_BULK in"
"12685","196.316017","host","1.6.4","USBCOM","28","URB_BULK out"
"12687","196.317027","1.6.3","host","USBCOM","34","URB_BULK in"
"12691","196.321419","1.6.3","host","USBCOM","74","URB_BULK in"
"12695","196.517305","host","1.6.4","USBCOM","28","URB_BULK out"
"12697","196.522134","1.6.3","host","USBCOM","75","URB_BULK in"
"12701","196.525934","1.6.3","host","USBCOM","33","URB_BULK in"
"12705","196.719220","host","1.6.4","USBCOM","28","URB_BULK out"
"12707","196.722727","1.6.3","host","USBCOM","60","URB_BULK in"
"12711","196.726731","1.6.3","host","USBCOM","48","URB_BULK in"
"12723","196.920761","host","1.6.4","USBCOM","28","URB_BULK out"
"12725","196.923340","1.6.3","host","USBCOM","51","URB_BULK in"
"12729","196.927496","1.6.3","host","USBCOM","57","URB_BULK in"
"12783","197.127598","host","1.6.4","USBCOM","28","URB_BULK out"
"12787","197.132397","1.6.3","host","USBCOM","75","URB_BULK in"
"12791","197.136242","1.6.3","host","USBCOM","33","URB_BULK in"
"12825","197.330096","host","1.6.4","USBCOM","28","URB_BULK out"
"12827","197.332980","1.6.3","host","USBCOM","54","URB_BULK in"
"12833","197.337014","1.6.3","host","USBCOM","54","URB_BULK in"
"12873","197.531552","host","1.6.4","USBCOM","28","URB_BULK out"
"12875","197.533540","1.6.3","host","USBCOM","44","URB_BULK in"
"12881","197.537779","1.6.3","host","USBCOM","64","URB_BULK in"
"12891","197.841837","host","1.6.4","USBCOM","28","URB_BULK out"
"12893","197.844827","1.6.3","host","USBCOM","56","URB_BULK in"
"12897","197.848891","1.6.3","host","USBCOM","52","URB_BULK in"
"12901","197.936754","host","1.6.4","USBCOM","28","URB_BULK out"
"12903","197.939059","1.6.3","host","USBCOM","48","URB_BULK in"
"12907","197.943274","1.6.3","host","USBCOM","60","URB_BULK in"
"12931","198.133055","host","1.6.4","USBCOM","28","URB_BULK out"
"12933","198.135859","1.6.3","host","USBCOM","51","URB_BULK in"
"12939","198.139773","1.6.3","host","USBCOM","57","URB_BULK in"
"12971","198.334035","host","1.6.4","USBCOM","28","URB_BULK out"
"12973","198.336315","1.6.3","host","USBCOM","48","URB_BULK in"
"12977","198.340535","1.6.3","host","USBCOM","60","URB_BULK in"
"12995","198.534811","host","1.6.4","USBCOM","28","URB_BULK out"
"12999","198.536984","1.6.3","host","USBCOM","47","URB_BULK in"
"13003","198.541252","1.6.3","host","USBCOM","61","URB_BULK in"
"13041","198.735900","host","1.6.4","USBCOM","28","URB_BULK out"
"13043","198.737667","1.6.3","host","USBCOM","42","URB_BULK in"
"13047","198.741954","1.6.3","host","USBCOM","66","URB_BULK in"
"13081","198.939323","host","1.6.4","USBCOM","28","URB_BULK out"
"13083","198.942592","1.6.3","host","USBCOM","58","URB_BULK in"
"13089","198.946625","1.6.3","host","USBCOM","50","URB_BULK in"
"13103","199.137968","host","1.6.4","USBCOM","28","URB_BULK out"
"13105","199.138987","1.6.3","host","USBCOM","33","URB_BULK in"
"13109","199.143396","1.6.3","host","USBCOM","75","URB_BULK in"
"13153","199.339759","host","1.6.4","USBCOM","28","URB_BULK out"
"13155","199.344042","1.6.3","host","USBCOM","69","URB_BULK in"
"13161","199.347939","1.6.3","host","USBCOM","39","URB_BULK in"
"13211","199.540390","host","1.6.4","USBCOM","28","URB_BULK out"
"13215","199.544746","1.6.3","host","USBCOM","70","URB_BULK in"
"13219","199.548571","1.6.3","host","USBCOM","38","URB_BULK in"
"13259","199.741794","host","1.6.4","USBCOM","28","URB_BULK out"
"13263","199.745411","1.6.3","host","USBCOM","62","URB_BULK in"
"13267","199.749374","1.6.3","host","USBCOM","46","URB_BULK in"
"13291","199.941842","host","1.6.4","USBCOM","28","URB_BULK out"
"13293","199.946128","1.6.3","host","USBCOM","69","URB_BULK in"
"13297","199.950332","1.6.3","host","USBCOM","39","URB_BULK in"
"13315","200.155943","host","1.6.4","USBCOM","28","URB_BULK out"
"13317","200.159023","1.6.3","host","USBCOM","56","URB_BULK in"
"13321","200.163088","1.6.3","host","USBCOM","52","URB_BULK in"
"13325","200.356405","host","1.6.4","USBCOM","28","URB_BULK out"
"13327","200.359715","1.6.3","host","USBCOM","59","URB_BULK in"
"13331","200.363777","1.6.3","host","USBCOM","49","URB_BULK in"
"13375","200.556914","host","1.6.4","USBCOM","28","URB_BULK out"
"13379","200.560453","1.6.3","host","USBCOM","61","URB_BULK in"
"13383","200.564428","1.6.3","host","USBCOM","47","URB_BULK in"
"13407","200.757990","host","1.6.4","USBCOM","28","URB_BULK out"
"13409","200.761096","1.6.3","host","USBCOM","56","URB_BULK in"
"13413","200.765167","1.6.3","host","USBCOM","52","URB_BULK in"
"13417","200.958682","host","1.6.4","USBCOM","28","URB_BULK out"
"13419","200.961805","1.6.3","host","USBCOM","56","URB_BULK in"
"13423","200.965806","1.6.3","host","USBCOM","52","URB_BULK in"
"13427","201.160599","host","1.6.4","USBCOM","28","URB_BULK out"
"13429","201.162384","1.6.3","host","USBCOM","42","URB_BULK in"
"13433","201.166633","1.6.3","host","USBCOM","66","URB_BULK in"
"13437","201.360965","host","1.6.4","USBCOM","28","URB_BULK out"
"13439","201.363087","1.6.3","host","USBCOM","45","URB_BULK in"
"13443","201.367286","1.6.3","host","USBCOM","63","URB_BULK in"
"13447","201.561372","host","1.6.4","USBCOM","28","URB_BULK out"
"13449","201.563782","1.6.3","host","USBCOM","49","URB_BULK in"
"13453","201.567956","1.6.3","host","USBCOM","59","URB_BULK in"
"13457","201.763068","host","1.6.4","USBCOM","28","URB_BULK out"
"13459","201.764403","1.6.3","host","USBCOM","37","URB_BULK in"
"13463","201.768714","1.6.3","host","USBCOM","71","URB_BULK in"
"13467","201.963413","host","1.6.4","USBCOM","28","URB_BULK out"
"13469","201.965081","1.6.3","host","USBCOM","41","URB_BULK in"
"13473","201.969382","1.6.3","host","USBCOM","67","URB_BULK in"
"13507","202.164583","host","1.6.4","USBCOM","28","URB_BULK out"
"13509","202.165746","1.6.3","host","USBCOM","36","URB_BULK in"
"13515","202.170021","1.6.3","host","USBCOM","72","URB_BULK in"
"13553","202.365973","host","1.6.4","USBCOM","28","URB_BULK out"
"13557","202.370823","1.6.3","host","USBCOM","75","URB_BULK in"
"13561","202.374617","1.6.3","host","USBCOM","33","URB_BULK in"
"13601","202.566654","host","1.6.4","USBCOM","28","URB_BULK out"
"13605","202.571511","1.6.3","host","USBCOM","76","URB_BULK in"
"13609","202.575321","1.6.3","host","USBCOM","32","URB_BULK in"
"13629","202.766704","host","1.6.4","USBCOM","28","URB_BULK out"
"13631","202.767846","1.6.3","host","USBCOM","35","URB_BULK in"
"13635","202.772182","1.6.3","host","USBCOM","73","URB_BULK in"
"13641","202.968006","host","1.6.4","USBCOM","28","URB_BULK out"
"13643","202.972907","1.6.3","host","USBCOM","76","URB_BULK in"
"13647","202.976622","1.6.3","host","USBCOM","32","URB_BULK in"
"13657","203.168200","host","1.6.4","USBCOM","28","URB_BULK out"
"13659","203.169244","1.6.3","host","USBCOM","34","URB_BULK in"
"13663","203.173568","1.6.3","host","USBCOM","74","URB_BULK in"
"13673","203.369988","host","1.6.4","USBCOM","28","URB_BULK out"
"13675","203.374285","1.6.3","host","USBCOM","68","URB_BULK in"
"13679","203.378149","1.6.3","host","USBCOM","40","URB_BULK in"
"13683","203.571930","host","1.6.4","USBCOM","28","URB_BULK out"
"13685","203.574873","1.6.3","host","USBCOM","54","URB_BULK in"
"13689","203.578917","1.6.3","host","USBCOM","54","URB_BULK in"
"13697","203.773940","host","1.6.4","USBCOM","28","URB_BULK out"
"13699","203.775410","1.6.3","host","USBCOM","39","URB_BULK in"
